,polarity
60382,-12.243410110473633
60383,-11.488031387329102
60384,-11.297883033752441
60385,-11.488031387329102
60386,-12.077460289001465
60387,-11.472650527954102
60388,-10.818689346313477
60389,-11.392557144165039
60390,-10.370617866516113
60391,-11.984895706176758
60392,-11.66231918334961
60393,-12.122833251953125
60394,-11.66231918334961
60395,-11.643160820007324
60396,-11.675456047058105
60397,-12.304349899291992
60398,-11.53611946105957
60399,-11.66231918334961
60400,-12.337879180908203
60401,-12.076578140258789
60402,-12.304349899291992
60403,-12.304349899291992
60404,-11.989907264709473
60405,-11.643160820007324
60406,-11.950948715209961
60407,-11.643160820007324
60408,-6.419575214385986
60409,-11.598329544067383
60410,-12.236194610595703
60411,-11.790998458862305
60412,-11.625093460083008
60413,-12.304349899291992
60414,-12.44696044921875
60415,-11.790998458862305
60416,-12.07813835144043
60417,-12.057867050170898
60418,-12.304349899291992
60419,-11.625093460083008
60420,-9.298853874206543
60421,-11.911249160766602
60422,-12.067169189453125
60423,-11.392557144165039
60424,-11.91853141784668
60425,-12.161931037902832
60426,-11.865432739257812
60427,-11.66231918334961
60428,-11.625093460083008
60429,-12.304349899291992
60430,-11.876523971557617
60431,-11.488031387329102
60432,-11.326963424682617
60433,-12.304349899291992
60434,-11.804862976074219
60435,-11.923652648925781
60436,-11.625093460083008
60437,-12.057867050170898
60438,-12.255134582519531
60439,-6.568026065826416
60440,-11.643160820007324
60441,-9.929680824279785
60442,-11.904829978942871
60443,-11.998615264892578
60444,-11.66231918334961
60445,-11.625093460083008
60446,-11.499958038330078
60447,-12.215850830078125
60448,-11.790998458862305
60449,-11.594074249267578
60450,-11.66231918334961
60451,-11.198349952697754
60452,-11.899150848388672
60453,-11.309318542480469
60454,-12.178998947143555
60455,-11.883430480957031
60456,-12.304349899291992
60457,-11.284125328063965
60458,-11.388885498046875
60459,-11.643160820007324
60460,-12.097731590270996
60461,-11.978418350219727
60462,-12.127158164978027
60463,-7.835627555847168
60464,-12.123249053955078
60465,-12.17117691040039
60466,-12.010757446289062
60467,-12.304349899291992
60468,-12.304349899291992
60469,-11.863092422485352
60470,-11.883430480957031
60471,-12.175252914428711
60472,-11.642738342285156
60473,-11.938532829284668
60474,-12.03681755065918
60475,-11.463041305541992
60476,-11.625093460083008
60477,-11.488031387329102
60478,-11.914827346801758
60479,-11.643160820007324
60480,-11.68348503112793
60481,-12.304349899291992
60482,-10.54171371459961
60483,-11.198349952697754
60484,-11.625093460083008
60485,-10.585363388061523
60486,-11.978039741516113
60487,-12.00767707824707
60488,-11.790998458862305
60489,-11.95831298828125
60490,-11.598329544067383
60491,-12.107548713684082
60492,-7.5926408767700195
60493,-12.304349899291992
60494,-12.152362823486328
60495,-12.158525466918945
60496,-11.925586700439453
60497,-7.5926408767700195
60498,-11.198349952697754
60499,-11.625093460083008
60500,-11.793697357177734
60501,-10.902679443359375
60502,-12.065713882446289
60503,-11.66231918334961
60504,-12.179699897766113
60505,-12.304349899291992
60506,-7.5926408767700195
60507,-7.5926408767700195
60508,-12.304349899291992
60509,-12.304349899291992
60510,-12.021390914916992
60511,-12.257429122924805
60512,-11.508350372314453
60513,-12.304349899291992
60514,-12.192094802856445
60515,-9.968196868896484
60516,-7.5926408767700195
60517,-12.02515983581543
60518,-11.66231918334961
60519,-11.823827743530273
60520,-7.5926408767700195
60521,-12.304349899291992
60522,-11.933412551879883
60523,-12.145557403564453
60524,-11.625093460083008
60525,-12.118610382080078
60526,-12.304349899291992
60527,-12.112523078918457
60528,-11.790998458862305
60529,-11.488031387329102
60530,-11.46870231628418
60531,-12.304349899291992
60532,-11.643160820007324
60533,-12.304349899291992
60534,-11.769649505615234
60535,-12.02448844909668
60536,-12.304349899291992
60537,-11.882360458374023
60538,-11.952561378479004
60539,-12.304349899291992
60540,-12.304349899291992
60541,-11.66231918334961
60542,-11.827104568481445
60543,-11.848867416381836
60544,-11.935786247253418
60545,-11.488031387329102
60546,-11.680953025817871
60547,-12.304349899291992
60548,-11.881311416625977
60549,-12.304349899291992
60550,-12.251899719238281
60551,-12.216647148132324
60552,-12.304349899291992
60553,-11.625093460083008
60554,-10.264166831970215
60555,-11.68348503112793
60556,-11.915714263916016
60557,-11.746231079101562
60558,-12.218147277832031
60559,-11.790998458862305
60560,-11.383834838867188
60561,-11.904829978942871
60562,-11.53611946105957
60563,-9.226526260375977
60564,-11.068878173828125
60565,-12.057867050170898
60566,-11.66231918334961
60567,-11.625093460083008
60568,-11.713839530944824
60569,-12.227388381958008
60570,-10.919563293457031
60571,-11.66231918334961
60572,-11.507089614868164
60573,-11.488031387329102
60574,-12.233919143676758
60575,-11.86552619934082
60576,-11.846843719482422
60577,-12.108312606811523
60578,-7.835627555847168
60579,-12.304666519165039
60580,-12.130374908447266
60581,-12.077179908752441
60582,-12.304349899291992
60583,-7.5926408767700195
60584,-8.832582473754883
60585,-12.136497497558594
60586,-12.007299423217773
60587,-12.304349899291992
60588,-12.304349899291992
60589,-12.065713882446289
60590,-12.304349899291992
60591,-11.338621139526367
60592,-11.621606826782227
60593,-12.181577682495117
60594,-12.304349899291992
60595,-11.625093460083008
60596,-12.186029434204102
60597,-12.139867782592773
60598,-12.304349899291992
60599,-12.181577682495117
60600,-12.304349899291992
60601,-11.989907264709473
60602,-11.75654411315918
60603,-11.907318115234375
60604,-11.66231918334961
60605,-12.010757446289062
60606,-12.304349899291992
60607,-12.304349899291992
60608,-12.209640502929688
60609,-12.040603637695312
60610,-12.304349899291992
60611,-11.81525707244873
60612,-11.643160820007324
60613,-11.625093460083008
60614,-12.304349899291992
60615,-12.304349899291992
60616,-11.66231918334961
60617,-12.304349899291992
60618,-11.842662811279297
60619,-10.798360824584961
60620,-11.66231918334961
60621,-12.304349899291992
60622,-11.958810806274414
60623,-11.79601764678955
60624,-12.088111877441406
60625,-11.259441375732422
60626,-11.66231918334961
60627,-12.065713882446289
60628,-11.550317764282227
60629,-11.643160820007324
60630,-12.304349899291992
60631,-10.508821487426758
60632,-12.304349899291992
60633,-11.46870231628418
60634,-12.112085342407227
60635,-11.488031387329102
60636,-10.264166831970215
60637,-11.643160820007324
60638,-11.578312873840332
60639,-11.990278244018555
60640,-11.700468063354492
60641,-7.636430740356445
60642,-11.53611946105957
60643,-11.970949172973633
60644,-11.737489700317383
60645,-11.973780632019043
60646,-11.51463508605957
60647,-11.998456954956055
60648,-11.66231918334961
60649,-12.304349899291992
60650,-12.304349899291992
60651,-10.221962928771973
60652,-11.95748519897461
60653,-12.304349899291992
60654,-11.826669692993164
60655,-11.995426177978516
60656,-12.158525466918945
60657,-11.99112319946289
60658,-12.167585372924805
60659,-12.062767028808594
60660,-11.867050170898438
60661,-11.999311447143555
60662,-11.323604583740234
60663,-11.690773963928223
60664,-11.861429214477539
60665,-12.181577682495117
60666,-11.883430480957031
60667,-11.508350372314453
60668,-11.66231918334961
60669,-11.472650527954102
60670,-12.045069694519043
60671,-12.304349899291992
60672,-11.706548690795898
60673,-12.004253387451172
60674,-12.304349899291992
60675,-12.006830215454102
60676,-11.793697357177734
60677,-11.774261474609375
60678,-12.056619644165039
60679,-11.66231918334961
60680,-12.304349899291992
60681,-8.848028182983398
60682,-12.304349899291992
60683,-11.625093460083008
60684,-9.055112838745117
60685,-12.192094802856445
60686,-8.121042251586914
60687,-11.625093460083008
60688,-12.057867050170898
60689,-12.247442245483398
60690,-12.304349899291992
60691,-7.5926408767700195
60692,-11.508485794067383
60693,-7.5926408767700195
60694,-11.789005279541016
60695,-11.709362983703613
60696,-11.488031387329102
60697,-12.304349899291992
60698,-11.66231918334961
60699,-12.304349899291992
60700,-12.110239028930664
60701,-12.022727966308594
60702,-11.708171844482422
60703,-12.216647148132324
60704,-11.753801345825195
60705,-11.422826766967773
60706,-11.66231918334961
60707,-12.158525466918945
60708,-11.979654312133789
60709,-12.158525466918945
60710,-11.941031455993652
60711,-12.21306037902832
60712,-11.66231918334961
60713,-12.064785957336426
60714,-11.643160820007324
60715,-12.35531234741211
60716,-11.96477222442627
60717,-11.643160820007324
60718,-12.304349899291992
60719,-12.158525466918945
60720,-12.010757446289062
60721,-11.632438659667969
60722,-10.355081558227539
60723,-11.842662811279297
60724,-12.127302169799805
60725,-11.853789329528809
60726,-12.196327209472656
60727,-12.401731491088867
60728,-12.196073532104492
60729,-11.904829978942871
60730,-12.304349899291992
60731,-11.488031387329102
60732,-12.062020301818848
60733,-11.66231918334961
60734,-10.221962928771973
60735,-12.304349899291992
60736,-7.5926408767700195
60737,-11.53611946105957
60738,-12.304349899291992
60739,-12.18228816986084
60740,-10.1512451171875
60741,-11.66231918334961
60742,-11.66231918334961
60743,-11.625093460083008
60744,-8.563468933105469
60745,-12.304349899291992
60746,-11.47605037689209
60747,-11.643160820007324
60748,-10.370617866516113
60749,-11.705078125
60750,-11.47991943359375
60751,-12.304349899291992
60752,-12.13995361328125
60753,-12.304349899291992
60754,-11.632438659667969
60755,-11.989907264709473
60756,-11.625093460083008
60757,-11.625093460083008
60758,-11.876396179199219
60759,-11.643160820007324
60760,-11.66231918334961
60761,-11.51463508605957
60762,-11.588945388793945
60763,-12.001829147338867
60764,-11.876523971557617
60765,-11.634384155273438
60766,-12.304349899291992
60767,-11.713839530944824
60768,-10.264166831970215
60769,-11.488031387329102
60770,-11.927923202514648
60771,-11.802373886108398
60772,-11.842313766479492
60773,-11.76896858215332
60774,-12.304349899291992
60775,-11.66231918334961
60776,-12.010571479797363
60777,-11.47991943359375
60778,-11.66231918334961
60779,-12.006830215454102
60780,-11.704838752746582
60781,-12.304349899291992
60782,-12.198321342468262
60783,-11.900308609008789
60784,-12.304349899291992
60785,-12.084024429321289
60786,-11.790998458862305
60787,-11.989907264709473
60788,-12.357698440551758
60789,-11.958810806274414
60790,-12.166635513305664
60791,-12.145676612854004
60792,-12.240656852722168
60793,-12.29792594909668
60794,-11.817861557006836
60795,-11.643160820007324
60796,-11.643160820007324
60797,-11.643160820007324
60798,-12.136604309082031
60799,-12.097417831420898
60800,-11.790998458862305
60801,-11.299209594726562
60802,-7.5926408767700195
60803,-10.979005813598633
60804,-12.010757446289062
60805,-12.304349899291992
60806,-12.304349899291992
60807,-12.117351531982422
60808,-11.66231918334961
60809,-11.625093460083008
60810,-11.638517379760742
60811,-10.924649238586426
60812,-11.43289852142334
60813,-11.643160820007324
60814,-11.971343994140625
60815,-11.643160820007324
60816,-11.886941909790039
60817,-11.66231918334961
60818,-12.07813835144043
60819,-11.842662811279297
60820,-11.66231918334961
60821,-11.753801345825195
60822,-11.843168258666992
60823,-12.19563102722168
60824,-11.904829978942871
60825,-11.910762786865234
60826,-11.367256164550781
60827,-10.08453369140625
60828,-11.717493057250977
60829,-12.05273151397705
60830,-11.53611946105957
60831,-12.005895614624023
60832,-11.709362983703613
60833,-11.625093460083008
60834,-12.304349899291992
60835,-11.643160820007324
60836,-11.989907264709473
60837,-12.08222484588623
60838,-11.838859558105469
60839,-11.784713745117188
60840,-11.905250549316406
60841,-11.508350372314453
60842,-11.719100952148438
60843,-11.625093460083008
60844,-11.793697357177734
60845,-11.643160820007324
60846,-11.99760627746582
60847,-10.239364624023438
60848,-7.5926408767700195
60849,-11.723779678344727
60850,-12.365416526794434
60851,-12.036199569702148
60852,-12.304349899291992
60853,-11.620240211486816
60854,-12.123732566833496
60855,-12.139867782592773
60856,-12.181577682495117
60857,-12.304349899291992
60858,-12.304349899291992
60859,-12.098312377929688
60860,-12.304349899291992
60861,-11.78293228149414
60862,-12.206182479858398
60863,-12.004663467407227
60864,-11.625093460083008
60865,-11.643160820007324
60866,-12.304349899291992
60867,-12.304349899291992
60868,-9.298853874206543
60869,-11.097028732299805
60870,-11.66231918334961
60871,-11.989907264709473
60872,-12.304349899291992
60873,-11.711685180664062
60874,-11.511371612548828
60875,-11.883430480957031
60876,-12.284786224365234
60877,-12.255134582519531
60878,-12.304349899291992
60879,-11.66231918334961
60880,-11.66231918334961
60881,-12.140777587890625
60882,-12.304349899291992
60883,-12.304349899291992
60884,-10.597532272338867
60885,-11.625093460083008
60886,-11.638517379760742
60887,-12.112085342407227
60888,-12.304349899291992
60889,-11.222297668457031
60890,-12.065713882446289
60891,-12.304349899291992
60892,-12.304349899291992
60893,-11.598329544067383
60894,-11.75654411315918
60895,-12.267279624938965
60896,-12.24814224243164
60897,-11.75654411315918
60898,-12.057867050170898
60899,-12.304349899291992
60900,-11.790998458862305
60901,-12.304349899291992
60902,-11.297883033752441
60903,-11.907190322875977
60904,-12.0654935836792
60905,-12.304349899291992
60906,-12.304349899291992
60907,-11.717493057250977
60908,-10.264166831970215
60909,-11.973006248474121
60910,-10.370617866516113
60911,-9.226526260375977
60912,-11.742555618286133
60913,-11.958810806274414
60914,-11.99778938293457
60915,-12.031583786010742
60916,-11.988683700561523
60917,-11.945428848266602
60918,-12.017793655395508
60919,-12.304349899291992
60920,-12.158525466918945
60921,-11.66231918334961
60922,-11.488031387329102
60923,-12.07813835144043
60924,-12.155643463134766
60925,-11.643160820007324
60926,-12.174491882324219
60927,-11.90351676940918
60928,-12.304349899291992
60929,-12.304349899291992
60930,-12.192094802856445
60931,-12.304349899291992
60932,-11.643160820007324
60933,-11.607349395751953
60934,-11.625093460083008
60935,-11.778051376342773
60936,-11.532366752624512
60937,-12.137590408325195
60938,-11.515558242797852
60939,-11.66231918334961
60940,-12.116992950439453
60941,-11.488031387329102
60942,-12.304349899291992
60943,-12.304349899291992
60944,-11.85740852355957
60945,-11.643160820007324
60946,-12.304349899291992
60947,-11.53611946105957
60948,-11.836585998535156
60949,-11.298267364501953
60950,-12.304349899291992
60951,-11.625093460083008
60952,-12.045069694519043
60953,-11.94450855255127
60954,-12.03709602355957
60955,-11.905250549316406
60956,-12.304349899291992
60957,-11.415316581726074
60958,-11.418764114379883
60959,-12.304349899291992
60960,-12.304349899291992
60961,-12.304349899291992
60962,-10.373870849609375
60963,-11.970535278320312
60964,-11.906609535217285
60965,-12.304349899291992
60966,-10.220481872558594
60967,-11.928033828735352
60968,-12.147321701049805
60969,-11.560358047485352
60970,-12.057867050170898
60971,-12.304349899291992
60972,-12.065713882446289
60973,-11.68348503112793
60974,-12.053690910339355
60975,-12.0654935836792
60976,-11.966428756713867
60977,-11.713839530944824
60978,-11.053510665893555
60979,-12.079684257507324
60980,-11.941780090332031
60981,-11.681024551391602
60982,-11.07890510559082
60983,-11.750791549682617
60984,-10.264166831970215
60985,-11.66231918334961
60986,-11.643160820007324
60987,-11.790998458862305
60988,-12.023544311523438
60989,-12.304349899291992
60990,-11.087032318115234
60991,-12.264965057373047
60992,-7.5926408767700195
60993,-12.250696182250977
60994,-11.53611946105957
60995,-11.488031387329102
60996,-12.057867050170898
60997,-11.66231918334961
60998,-11.66231918334961
60999,-11.860862731933594
61000,-11.876523971557617
61001,-12.19563102722168
61002,-11.823028564453125
61003,-11.625093460083008
61004,-12.304349899291992
61005,-11.365005493164062
61006,-11.803436279296875
61007,-11.625093460083008
61008,-12.237707138061523
61009,-11.958200454711914
61010,-12.304349899291992
61011,-11.874646186828613
61012,-12.18963623046875
61013,-12.065713882446289
61014,-11.598329544067383
61015,-12.304349899291992
61016,-11.643160820007324
61017,-12.012266159057617
61018,-12.304349899291992
61019,-11.999311447143555
61020,-11.997804641723633
61021,-11.66231918334961
61022,-12.304349899291992
61023,-11.643160820007324
61024,-10.973430633544922
61025,-11.507089614868164
61026,-12.184127807617188
61027,-12.304349899291992
61028,-12.03230094909668
61029,-12.304349899291992
61030,-11.971343994140625
61031,-10.370617866516113
61032,-11.488031387329102
61033,-11.998842239379883
61034,-12.304349899291992
61035,-12.34660530090332
61036,-12.145557403564453
61037,-11.989907264709473
61038,-11.66231918334961
61039,-11.66231918334961
61040,-12.304349899291992
61041,-12.076810836791992
61042,-11.68348503112793
61043,-12.091724395751953
61044,-11.66231918334961
61045,-12.304349899291992
61046,-11.952667236328125
61047,-11.095159530639648
61048,-12.304349899291992
61049,-11.935201644897461
61050,-12.178998947143555
61051,-11.675456047058105
61052,-11.911249160766602
61053,-11.926520347595215
61054,-11.488031387329102
61055,-11.790998458862305
61056,-12.304349899291992
61057,-11.883430480957031
61058,-11.925586700439453
61059,-12.107810020446777
61060,-12.200960159301758
61061,-12.07813835144043
61062,-11.643160820007324
61063,-12.304349899291992
61064,-12.085721969604492
61065,-11.113851547241211
61066,-12.058988571166992
61067,-11.076169967651367
61068,-12.304349899291992
61069,-12.304349899291992
61070,-11.682554244995117
61071,-12.304349899291992
61072,-12.117380142211914
61073,-11.66231918334961
61074,-11.790998458862305
61075,-12.06557846069336
61076,-11.810372352600098
61077,-11.66231918334961
61078,-11.824759483337402
61079,-11.625093460083008
61080,-12.057867050170898
61081,-11.643160820007324
61082,-12.119932174682617
61083,-11.780576705932617
61084,-11.842662811279297
61085,-12.158525466918945
61086,-11.53611946105957
61087,-11.643160820007324
61088,-11.74156379699707
61089,-12.304349899291992
61090,-11.66231918334961
61091,-12.133392333984375
61092,-11.99111557006836
61093,-11.198349952697754
61094,-12.057867050170898
61095,-12.105693817138672
61096,-11.367256164550781
61097,-12.192094802856445
61098,-12.233919143676758
61099,-11.643160820007324
61100,-11.989907264709473
61101,-12.304349899291992
61102,-11.921062469482422
61103,-12.052287101745605
61104,-11.66231918334961
61105,-12.304349899291992
61106,-11.733283996582031
61107,-11.66231918334961
61108,-11.643160820007324
61109,-11.848133087158203
61110,-12.304349899291992
61111,-12.138769149780273
61112,-12.002847671508789
61113,-12.014999389648438
61114,-12.181577682495117
61115,-11.643160820007324
61116,-12.083324432373047
61117,-12.304349899291992
61118,-11.488031387329102
61119,-11.66231918334961
61120,-11.810372352600098
61121,-11.70026969909668
61122,-12.102132797241211
61123,-12.304349899291992
61124,-11.842662811279297
61125,-11.53611946105957
61126,-11.842662811279297
61127,-12.304349899291992
61128,-11.66231918334961
61129,-11.488031387329102
61130,-12.053361892700195
61131,-12.144217491149902
61132,-11.698062896728516
61133,-12.057867050170898
61134,-11.66231918334961
61135,-12.304349899291992
61136,-11.944271087646484
61137,-11.625093460083008
61138,-11.598329544067383
61139,-12.037530899047852
61140,-11.89771842956543
61141,-12.304349899291992
61142,-11.823284149169922
61143,-11.643160820007324
61144,-11.625093460083008
61145,-11.823480606079102
61146,-12.304349899291992
61147,-12.036199569702148
61148,-12.304349899291992
61149,-11.790998458862305
61150,-12.304349899291992
61151,-11.66231918334961
61152,-11.625093460083008
61153,-11.625093460083008
61154,-11.861818313598633
61155,-9.298853874206543
61156,-11.508350372314453
61157,-11.866409301757812
61158,-12.036199569702148
61159,-7.5926408767700195
61160,-12.178998947143555
61161,-12.085192680358887
61162,-12.304349899291992
61163,-12.304349899291992
61164,-11.643160820007324
61165,-12.304349899291992
61166,-11.625093460083008
61167,-12.158525466918945
61168,-12.304349899291992
61169,-12.026556015014648
61170,-11.488031387329102
61171,-12.065494537353516
61172,-11.943273544311523
61173,-12.113103866577148
61174,-12.304349899291992
61175,-11.904947280883789
61176,-7.835627555847168
61177,-11.809854507446289
61178,-12.010757446289062
61179,-11.488031387329102
61180,-12.158525466918945
61181,-11.533882141113281
61182,-12.304349899291992
61183,-12.096872329711914
61184,-11.680953025817871
61185,-11.508350372314453
61186,-12.304349899291992
61187,-11.75654411315918
61188,-11.643160820007324
61189,-12.216655731201172
61190,-10.264166831970215
61191,-11.643160820007324
61192,-12.304349899291992
61193,-12.141658782958984
61194,-11.943046569824219
61195,-11.761146545410156
61196,-12.304349899291992
61197,-11.446825981140137
61198,-11.790998458862305
61199,-12.059179306030273
61200,-11.643160820007324
61201,-11.488031387329102
61202,-12.304349899291992
61203,-12.233919143676758
61204,-11.962721824645996
61205,-11.790998458862305
61206,-11.625093460083008
61207,-11.488031387329102
61208,-12.304349899291992
61209,-12.304349899291992
61210,-11.68348503112793
61211,-11.625093460083008
61212,-11.886941909790039
61213,-12.181257247924805
61214,-11.66231918334961
61215,-12.098428726196289
61216,-12.11524772644043
61217,-12.10542106628418
61218,-12.217977523803711
61219,-11.790998458862305
61220,-11.893096923828125
61221,-11.790998458862305
61222,-12.304349899291992
61223,-12.057867050170898
61224,-12.304349899291992
61225,-11.488031387329102
61226,-12.304349899291992
61227,-11.868915557861328
61228,-11.842662811279297
61229,-11.625093460083008
61230,-10.89767074584961
61231,-12.212926864624023
61232,-11.66231918334961
61233,-11.911249160766602
61234,-12.123732566833496
61235,-11.625093460083008
61236,-11.681024551391602
61237,-12.304349899291992
61238,-12.304349899291992
61239,-12.304349899291992
61240,-12.304349899291992
61241,-11.650306701660156
61242,-11.875823974609375
61243,-12.186237335205078
61244,-12.017044067382812
61245,-11.75654411315918
61246,-11.709362983703613
61247,-9.895742416381836
61248,-11.892602920532227
61249,-12.304349899291992
61250,-12.156442642211914
61251,-11.809367179870605
61252,-12.065713882446289
61253,-11.340566635131836
61254,-11.66231918334961
61255,-11.572935104370117
61256,-11.603599548339844
61257,-11.706548690795898
61258,-12.304349899291992
61259,-11.222297668457031
61260,-12.077460289001465
61261,-12.178998947143555
61262,-11.488031387329102
61263,-11.598329544067383
61264,-12.304349899291992
61265,-12.304349899291992
61266,-11.600638389587402
61267,-11.53611946105957
61268,-11.950948715209961
61269,-12.119932174682617
61270,-12.200960159301758
61271,-11.768940925598145
61272,-12.273096084594727
61273,-11.115941047668457
61274,-11.808263778686523
61275,-11.717493057250977
61276,-12.196487426757812
61277,-9.055112838745117
61278,-7.835627555847168
61279,-11.66231918334961
61280,-11.625093460083008
61281,-12.112085342407227
61282,-11.904829978942871
61283,-11.998281478881836
61284,-12.304349899291992
61285,-12.304349899291992
61286,-11.643160820007324
61287,-11.604104995727539
61288,-11.515939712524414
61289,-12.142091751098633
61290,-11.675456047058105
61291,-12.304349899291992
61292,-12.304349899291992
61293,-12.186055183410645
61294,-11.706548690795898
61295,-11.367256164550781
61296,-11.874584197998047
61297,-11.735092163085938
61298,-12.112085342407227
61299,-10.9423828125
61300,-12.181577682495117
61301,-11.790998458862305
61302,-11.717853546142578
61303,-12.004663467407227
61304,-11.823028564453125
61305,-12.304349899291992
61306,-11.785982131958008
61307,-11.790998458862305
61308,-11.986766815185547
61309,-11.625093460083008
61310,-11.488031387329102
61311,-7.835627555847168
61312,-8.78281021118164
61313,-12.304349899291992
61314,-11.842662811279297
61315,-11.709362983703613
61316,-11.998064041137695
61317,-12.181577682495117
61318,-12.123249053955078
61319,-7.835627555847168
61320,-10.981925964355469
61321,-11.809854507446289
61322,-11.643160820007324
61323,-11.66231918334961
61324,-12.304349899291992
61325,-12.304349899291992
61326,-11.643160820007324
61327,-12.304349899291992
61328,-12.304349899291992
61329,-11.75654411315918
61330,-11.66231918334961
61331,-11.716008186340332
61332,-12.072287559509277
61333,-11.488031387329102
61334,-12.304349899291992
61335,-11.625093460083008
61336,-11.53611946105957
61337,-11.810372352600098
61338,-11.748111724853516
61339,-11.175474166870117
61340,-12.249505996704102
61341,-12.304349899291992
61342,-11.706548690795898
61343,-11.66231918334961
61344,-11.837076187133789
61345,-11.643160820007324
61346,-10.973430633544922
61347,-12.304349899291992
61348,-11.508350372314453
61349,-11.643160820007324
61350,-12.304349899291992
61351,-11.808263778686523
61352,-12.304349899291992
61353,-11.66231918334961
61354,-11.507089614868164
61355,-12.304349899291992
61356,-12.090673446655273
61357,-12.10899543762207
61358,-12.304349899291992
61359,-12.283065795898438
61360,-11.961824417114258
61361,-11.925586700439453
61362,-12.304349899291992
61363,-12.304349899291992
61364,-12.155738830566406
61365,-11.639616012573242
61366,-12.057867050170898
61367,-11.66231918334961
61368,-12.304349899291992
61369,-11.438273429870605
61370,-12.063934326171875
61371,-11.997809410095215
61372,-12.164955139160156
61373,-12.137228012084961
61374,-12.304349899291992
61375,-12.065713882446289
61376,-11.66231918334961
61377,-12.223544120788574
61378,-9.218351364135742
61379,-12.11452579498291
61380,-11.198349952697754
61381,-11.53611946105957
61382,-12.057151794433594
61383,-11.488031387329102
61384,-11.853048324584961
61385,-11.66231918334961
61386,-12.304349899291992
61387,-11.333322525024414
61388,-12.080465316772461
61389,-12.304349899291992
61390,-12.019691467285156
61391,-11.809367179870605
61392,-11.794958114624023
61393,-11.66231918334961
61394,-11.98825454711914
61395,-12.304349899291992
61396,-11.66231918334961
61397,-12.304349899291992
61398,-12.285425186157227
61399,-11.53611946105957
61400,-11.975383758544922
61401,-12.304349899291992
61402,-12.010757446289062
61403,-12.266288757324219
61404,-12.304349899291992
61405,-12.209135055541992
61406,-12.304349899291992
61407,-12.006904602050781
61408,-11.643160820007324
61409,-12.1936674118042
61410,-10.221962928771973
61411,-11.625093460083008
61412,-12.304349899291992
61413,-12.304349899291992
61414,-12.304349899291992
61415,-11.66231918334961
61416,-12.057867050170898
61417,-12.212926864624023
61418,-11.973408699035645
61419,-12.304349899291992
61420,-11.488031387329102
61421,-12.304349899291992
61422,-12.216647148132324
61423,-12.175252914428711
61424,-11.464296340942383
61425,-12.304349899291992
61426,-11.705881118774414
61427,-11.75654411315918
61428,-12.304349899291992
61429,-11.99528694152832
61430,-12.11545181274414
61431,-10.960014343261719
61432,-11.78668212890625
61433,-11.643160820007324
61434,-11.795833587646484
61435,-11.488031387329102
61436,-12.1950101852417
61437,-12.304349899291992
61438,-12.158525466918945
61439,-11.68348503112793
61440,-11.508350372314453
61441,-12.1950101852417
61442,-12.07366943359375
61443,-11.66231918334961
61444,-11.625093460083008
61445,-12.18361759185791
61446,-12.252439498901367
61447,-12.17453670501709
61448,-11.66231918334961
61449,-11.625093460083008
61450,-12.250606536865234
61451,-11.241409301757812
61452,-11.53611946105957
61453,-12.107564926147461
61454,-11.643160820007324
61455,-9.298853874206543
61456,-11.85740852355957
61457,-11.68348503112793
61458,-11.66231918334961
61459,-11.921127319335938
61460,-11.625093460083008
61461,-12.004663467407227
61462,-12.129928588867188
61463,-12.03589153289795
61464,-11.790998458862305
61465,-12.069620132446289
61466,-12.036199569702148
61467,-12.112523078918457
61468,-12.130276679992676
61469,-11.790998458862305
61470,-12.013008117675781
61471,-12.1950101852417
61472,-12.20164680480957
61473,-12.304349899291992
61474,-12.304349899291992
61475,-12.304349899291992
61476,-11.66231918334961
61477,-12.304349899291992
61478,-12.304349899291992
61479,-11.910890579223633
61480,-11.47991943359375
61481,-12.060571670532227
61482,-12.304349899291992
61483,-12.342755317687988
61484,-11.907190322875977
61485,-12.304349899291992
61486,-11.880619049072266
61487,-8.85385513305664
61488,-11.632438659667969
61489,-12.15273666381836
61490,-12.119292259216309
61491,-11.78249454498291
61492,-12.003692626953125
61493,-10.264166831970215
61494,-11.72686767578125
61495,-10.713983535766602
61496,-12.08527946472168
61497,-11.75654411315918
61498,-12.166635513305664
61499,-12.304349899291992
61500,-12.304349899291992
61501,-11.508350372314453
61502,-12.304349899291992
61503,-12.040075302124023
61504,-12.304349899291992
61505,-5.829629898071289
61506,-12.243410110473633
61507,-12.304349899291992
61508,-12.304349899291992
61509,-11.883430480957031
61510,-11.643160820007324
61511,-12.317745208740234
61512,-12.111953735351562
61513,-12.147834777832031
61514,-12.304349899291992
61515,-12.010757446289062
61516,-10.525993347167969
61517,-11.625093460083008
61518,-11.488031387329102
61519,-7.5926408767700195
61520,-11.53611946105957
61521,-12.065713882446289
61522,-12.304349899291992
61523,-12.036144256591797
61524,-11.546941757202148
61525,-11.994894027709961
61526,-12.304349899291992
61527,-9.968196868896484
61528,-10.264166831970215
61529,-11.337560653686523
61530,-11.66231918334961
61531,-12.07813835144043
61532,-12.304349899291992
61533,-11.643160820007324
61534,-12.010757446289062
61535,-12.017793655395508
61536,-11.53611946105957
61537,-12.161931037902832
61538,-12.017793655395508
61539,-12.057867050170898
61540,-12.304349899291992
61541,-12.001176834106445
61542,-11.66231918334961
61543,-11.116217613220215
61544,-12.304349899291992
61545,-11.582586288452148
61546,-11.643160820007324
